Text;Label
Men who cry make me sick;2
Women are so oversensitive;2
Hey hot! ;2
Fucking suck;2
Sex ajaia;2
 Call me sexist;2
 I  rapped hot girl.;2
Sunnyleone  threesome play;2
He play girls at a night ;2
Boobs are big;2
Boys is so hot ;2
Mother fucker;2
Sexy figure ;2
Sexy figure ;2
What a sexy figure;2
Is that halar putt now drinking alcohol at night and sometimes during the day now fuck time safa a little;2
A stupid one.;2
I will come secretly sex you;2
Making conditions of employment or advancement dependent on sexual favors, either explicitly or implicitly.;2
Physical acts of sexual assault.;2
Requests for sexual favors.;2
Verbal harassment of a sexual nature, including jokes referring to sexual acts or sexual orientation.;2
Unwanted touching or physical contact.;2
Unwelcome sexual advances.;2
Discussing sexual relations/stories/fantasies at work, school, or in other inappropriate places.;2
Feeling pressured to engage with someone sexually.;2
Exposing oneself or performing sexual acts on oneself.;2
Unwanted sexually explicit photos, emails, or text messages.;2
Penetration of the victim’s body, also known as rape.;2
Attempted rape.;2
Forcing a victim to perform sexual acts, such as oral sex or penetration of the perpetrator’s body.;2
Fondling or unwanted sexual touching.;2
Boobs so nice;2
Rate asba bed e?;2
Wow boobs;2
Spreading sexual rumours.;2
Standing close to someone.;2
Displaying images of a sexual nature.;2
you are looking really hot in the photo;2
Wanderlust: a strong desire to explore.;2
"unwelcome touching;";2
"staring or leering;";2
"suggestive comments or jokes;";2
"sexually explicit pictures or posters;";2
"unwanted invitations to go out on dates;";2
"requests for sex;";2
"intrusive questions about a person's private life or body;";2
"unnecessary familiarity, such as deliberately brushing up against a person;";2
"insults or taunts based on sex;";2
"sexually explicit physical contact; and";2
sexually explicit emails or SMS text messages.;2
What a dogy girl;2
Send me noods;2
What a girl sexy;2
You are rappist;2
I’ve woken up feeling really horny;2
I want to be inside you;2
I want you to kiss every inch of my body.”;2
“Tease me until I am begging for it.”;2
“Do you know how much I want you?”;2
“I love it when you touch me like that.”;2
“Your tongue feels so good.”;2
“I can’t wait to feel you inside me.”;2
“Do you know how much I want you?”;2
“I am crazy for you.”;2
“I need to be inside of you.”;2
“I want to make you scream.”;2
“Lay back. I want to show you X.”;2
“More.”;2
“I’m so hard for you right now.”;2
“You smell amazing”;2
“I can’t wait to tear off your clothes.”;2
“Don’t stop.”;2
“I can’t stop thinking about the other night.”;2
What a girl sexy;2
Sunny leone hot;2
Sexual innuendos or stories;2
Lewd jokes, images, or videos;2
Base or crass humor relating to sex;2
Unwelcome sexual teasing or gestures;2
"""Gag"" gifts such as sex toys and merchandise";2
Whistling, cat calls, kissing or smacking sounds;2
Use of derogatory terms to describe sex;2
Turning work discussions to sexual topics;2
Spreading rumors about a person's sex life;2
Unnecessary or unwelcome sexual references;2
Personal asides about sexual fantasies, preference, or history;2
Sexual comments about a person's clothing, anatomy, or looks;2
"You look amazing in this photo!""";2
Beautiful bowdi,r osthir hot dance;2
Wow boobs;2
"""You have the courage to pursue your dreams and make them a reality.""";2
Perseverance leads to success.;2
Unwelcome sexual advances.;2
Requests for sexual favors.;2
Other verbal or physical harassment of a sexual nature.;2
Actual or attempted rape or sexual assault.;2
Unwanted pressure for sexual favors.;2
Unwanted deliberate touching, leaning over, cornering, or pinching.;2
Unwanted sexual looks or gestures.;2
Unwanted letters, telephone calls, or materials of a sexual nature.;2
Unwanted pressure for dates.;2
Unwanted sexual looks or gestures.;2
Unwanted letters, telephone calls, or materials of a sexual nature.;2
Unwanted pressure for dates.;2
Unwanted sexual looks or gestures.;2
Unwanted letters, telephone calls, or materials of a sexual nature.;2
Unwanted pressure for dates.;2
Unwanted sexual teasing, jokes, remarks, or questions.;2
Referring to an adult as a girl, hunk, doll, babe, or honey.;2
Whistling at someone.;2
Cat calls.;2
Sexual comments.;2
Turning work discussions to sexual topics.;2
Sexual innuendos or stories.;2
Asking about sexual fantasies, preferences, or history.;2
Personal questions about social or sexual life.;2
Sexual comments about a person's clothing, anatomy, or looks.;2
Unwanted deliberate touching, leaning over, cornering, or pinching.;2
Unwanted sexual looks or gestures.;2
Unwanted letters, telephone calls, or materials of a sexual nature.;2
Unwanted pressure for dates.;2
Unwanted sexual looks or gestures.;2
Unwanted letters, telephone calls, or materials of a sexual nature.;2
Unwanted pressure for dates.;2
Kissing sounds, howling, and smacking lips.;2
Telling lies or spreading rumors about a person's personal sex life.;2
Neck massage.;2
Touching an employee's clothing, hair, or body.;2
Giving personal gifts.;2
Hanging around a person.;2
Hugging, kissing, patting, or stroking.;2
Unwanted sexual teasing, jokes, remarks, or questions.;2
Referring to an adult as a girl, hunk, doll, babe, or honey.;2
Whistling at someone.;2
Perseverance leads to success.;2
Unwelcome sexual advances.;2
"""You have the courage to pursue your dreams and make them a reality.""";2
Touching or rubbing oneself sexually around another person.;2
Standing close or brushing up against a person.;2
Looking a person up and down (elevator eyes).;2
Staring at someone.;2
Sexually suggestive signals.;2
Facial expressions, winking, throwing kisses, or licking lips.;2
Making sexual gestures with hands or through body movements;2
Girls belly are so cute;2
Body are so hot;2
can still taste you on my lips.;2
I want you to come all over my face.;2
I want you to make me scream.;2
You were made to be inside me.;2
I love the way you fill me up.;2
No one makes me as horny as you do.;2
I want you inside me forever.;2
Fuck me like you own me.;2
You're sexy, but you're gonna have to work for this.;2
"Your happiness is the most important thing to me. That and your naked body.""";2
"""I crave your body, it's my drug.""";2
"""I want to capture this moment and live it forever!""";2
"""The feeling of you is the only thing I can think about for days after we make love.""";2
"""I need your body in my hands.""";2
"""The feeling of you is so addictive.""";2
You're mine, every single sexy part of you.;2
Do you like it when I touch you there?”;2
"""Do you like it when I kiss you like this?”";2
"""Does it feel good when I stroke you here/like this?";2
alking dirty on the phone is a fantastic way;2
your relationship revolves around sex and dirty talk.;2
"I love it when you kiss my neck.""";2
"""I love it when you touch my thighs.""";2
"""I love it when you lick my ears.""";2
"""I love it when you stroke my back";2
"I love it when you kiss my neck.""";2
You look so sexy right now;2
Horny ;2
Sucks you;2
I want your ass in my bed;2
Horny ;2
Sucks you;2
cock  suck before you piss around on my work;2
fuck your filthy mother in the ass  dry;2
 you cant put down get fuck up get fuck  ;2
he is in for a blrude awakening  leviathan mother  fuck  er;2
fuck off  you are;2
i never fuck  ing made this mother fuck;2
Fucking u;2
Sexy body;2
Wanna sex her alltime;2
 you feel sexy;2
sex therapy expert;2
sex with them all day.;2
It’s hot to know someone is thinking about your pleasure;2
more open sexually;2
you care about their experience in the bedroom;2
Think of this phrase as sexual customer service;2
I want you to kiss every inch of my body.;2
I need to be inside of you;2
Fucking him;2
"Unlike you, who is hilariously ignorant and can't spell ""racist""";2
Kat is one nasty bitch;2
.it's now in my tweets as proof if it comes true.  I knew he'd rig the 2013 draft so the Avs could get Seth Jones.;2
 I dont even understand why girl sports are televised;2
if  I can stand anymore of the Butchers of Bimbo.;2
Oh, look. Here's nero and wadhwa colluding, to borrow a term from the GG playbook.;2
Pretty sure reverse moves the bus, not the land. ;2
 Real question is do feminist liberal bigots understand that different rules for men/women is sexism ;2
Bitch ur a joke kno that !;2
Bitch ur a joke kno that !;2
Iss iss pure gelo sob;2
you are looking really hot in the photo;2
Fuck off;2
You figure is to much hot;2
I kiss u.;2
whats the fuck girl;2
She looks like a bitch;2
Get fucking real dude.;2
Heh. Fuck 'em WHERE?!?;2
i m not tired babe.....i have been flying like clouds in ur mind;2
sexy guys bby;2
sexy boobs;2
Gonna fuck;2
Sex sex sex ;2
“What you’re doing feels amazing.;2
Tonight I am going to kiss every inch of your body;2
Tonight I want you to take control.;2
I want you to touch my;2
current sex life, Anna enjoys choking;2
I support sexual choking as part of my sex life.”;2
You make me feel so wet between my thighs!’;2
‘I don’t usually say this out loud but you’re just so sexy…;2
I need your body next to me tonight.;2
I want to share every inch of my body with you!’;2
Fucking ;2
What the fuck of this;2
Sexual mal;2
I loved seeing you in that shirt/jeans/top/briefs last night;2
 Do you think I would look better in a skirt or tight jeans?;2
. Did I tell you what I call my boobs;2
 Last night I had the wildest dream…and you were in it;2
 I can’t stop thinking about you, get out of my head!;2
 I’m so excited about our date tonight. If you play your cards right, then you’re going to love what I’ve got planned for later.;2
 I know last night was our first time, but I think I’m addicted to your dick already.;2
 I’m gonna wear my fuck-me heels for our date tonight.;2
Fuck of;2
what is your size?;2
Fuck of;2
what is your size?;2
Here you can sex ;2
Nevel open boobs;2
you miss my boobs?;2
Boobs are so big as like ass;2
Fuck of;2
what is your size?;2
Gonna kiss me;2
Duck fuck;2
Fuck of;2
what is your size?;2
Fuck of;2
what is your size?;2
I loved seeing you in that shirt/jeans/top/briefs last night;2
 Do you think I would look better in a skirt or tight jeans?;2
. Did I tell you what I call my boobs;2
 Last night I had the wildest dream…and you were in it;2
 I can’t stop thinking about you, get out of my head!;2
 I’m so excited about our date tonight. If you play your cards right, then you’re going to love what I’ve got planned for later.;2
 I know last night was our first time, but I think I’m addicted to your dick already.;2
 I’m gonna wear my fuck-me heels for our date tonight.;2
She looks like a bitch;2
Sexy ;2
"""You have the courage to pursue your dreams and make them a reality.""";2
Your noods is virul;2
Hey girl per night hajar tk;2
 Too bad about those hurt by it or unprotected by it, right?;2
Kissing sounds, howling, and smacking lips.;2
Telling lies or spreading rumors about a person's personal sex life.;2
Neck massage.;2
Touching an employee's clothing, hair, or body.;2
Giving personal gifts.;2
Hanging around a person.;2
Hugging, kissing, patting, or stroking.;2
You want me bed now;2
lips are hot;2
wow boobs big size;2
I want you to kiss every inch of my body.”;2
“Tease me until I am begging for it.”;2
“Do you know how much I want you?”;2
“I love it when you touch me like that.”;2
“Your tongue feels so good.”;2
“I can’t wait to feel you inside me.”;2
“Do you know how much I want you?”;2
“I am crazy for you.”;2
“I need to be inside of you.”;2
“I want to make you scream.”;2
“Lay back. I want to show you X.”;2
“More.”;2
“I’m so hard for you right now.”;2
“You smell amazing”;2
“I can’t wait to tear off your clothes.”;2
“Don’t stop.”;2
Wanna sex her alltime;2
Wanna sex her alltime;2
lips are hot;2
She looks like a bitch;2
 Too bad about those hurt by it or unprotected by it, right?;2
Sexy body;2
boobs on fire;2
Habby figure;2
Fucking pussy;2
Three somw sex ;2
Hot boobs ;2
Barbie girla sex;2
Sunny hot sexy mal;2
Sex i want;2
I want fuck;2
Kiss your body;2
One night stand for sex;2
Body is so hot;2
Smeel is to sexy;2
Hot size;2
Big boobs;2
You looks sexy;2
Fucking ;2
Boobs;2
Sexy;2
I’m touching myself right now.;2
Babe, you kinda turn me on a lot.;2
I miss your smell and your taste;2
Do you think about doing me daily;2
Talk dirty to me.;2
Kiss me, squeeze me caress me.;2
Threesomw sex;2
Doing sex ;2
Fuck of pussy;2
Fuck me like you own me.;2
I can still taste you on my lips.;2
I wanna fuck you;2
Get fucking real dude.;2
Heh. Fuck 'em WHERE?!?;2
i m not tired babe.....i have been flying like clouds in ur mind;2
HOLY FUCK! GIRL YOU CANT DO STUFF LIKE THAT!;2
Hey girl your sexy figure is so nice;2
Fuck u baby ;2
I fucking forgot it. So mad.;2
she sucks.;2
FUCK ME !;2
I want fuck you;2
Wow sexy girl.;2
One night stay with you bby..;2
Hot Figure;2
You figure is to much hot;2
I kiss u.;2
whats the fuck girl;2
She looks like a bitch;2
Sexy ;2
Fuck of this;2
Hey girl i sleep at a Night ;2
Dawg I want this bitch to suffer;2
Your noods is virul;2
Hey girl per night 1000 tk;2
 Too bad about those hurt by it or unprotected by it, right?;2
You need a very hot dress;2
You looking too much hot;2
Fuck of;2
what is your size?;2
Fuck of;2
 Too bad about those hurt by it or unprotected by it, right?;2
me andd you lets go to the club;2
Hey girl per night 1000 tk;2
 Too bad about those hurt by it or unprotected by it, right?;2
Dawg I want this bitch to suffer;2
i m not tired babe.....i have been flying like clouds in ur mind;2
She looks like a bitch;2
tui ato tai kharap jea kokonoi amr joggo hoita parbi nah;2
tr moto luicca polapain ami kokonoi dakhi nai;2
tr nojor kokonoi vlo hoba nh beadop,soytan;2
tr kharap kharap e takhli vli houyar joggota nai tur;2
vlo hou vlo hoita kico lagea nh;2
sob kico r e limit takha otirikto kicoi vlo nh;2
"Send me nudes.""";2
I can't stop thinking about your body.;2
"You're so sexy; I want you.";2
I'll make your life hell if you don't do what I say.;2
I bet you'd be great in bed.;2
You're asking for it with those pictures.;2
I'm watching you, even when you don't know it.;2
I want to see what's under those clothes.;2
You're such a tease.;2
You'd be so much prettier if you smiled more.;2
You owe me something for all the attention I've given you.;2
I'll share those pictures if you don't do what I want.;2
I can't control myself around you.;2
You should wear more revealing clothes.;2
"You're so hot; it's distracting.";2
I can't help but touch myself when I think about you.;2
You should be flattered by all the attention.;2
I can make your dreams come true if you let me.;2
You're such a prude.;2
I'll make sure you regret saying no.;2
I know where you live.;2
You're such a frigid bitch.;2
You can't say no to me.;2
I'm going to make you mine, one way or another.;2
You're just playing hard to get.;2
I'll expose you if you don't do as I say.;2
You're just a piece of meat to me.;2
You're leading me on, whether you admit it or not.;2
You should be grateful for my attention.;2
"You're so uptight; loosen up a bit.";2
I'll show everyone those pictures if you don't comply.;2
I can't control my desires when I see you.;2
You're just asking for trouble.;2
You'll regret rejecting me.;2
I'll make sure you pay for saying no.;2
You're just a toy to me.;2
You can't escape me.;2
You should have known better than to trust me.;2
I'll make you sorry for crossing me.;2
"You can't resist me; nobody can.";2
"Send me explicit photos, or I'll share your secrets.""";2
You should be flattered by my attention.;2
I won't stop until you give in to my advances.;2
You're asking for it with those pictures.;2
Don't be such a prude, loosen up.;2
I'll make your life miserable if you don't do what I want.;2
Your body is mine to comment on whenever I want.;2
I bet you enjoy the attention, don't you?;2
If you don't send nudes, I'll ruin your reputation.;2
You can't escape my messages, no matter what you do.;2
I'll keep sending you explicit content until you respond.;2
You must like the way I talk to you.;2
You're just playing hard to get.;2
I'm entitled to your body.;2
You're just a tease.;2
I don't care if you said 'no,' I know you want it.;2
You can't escape my advances.;2
I'll follow you online and offline until you give in.;2
You're the one who made me send those messages.;2
"Your clothes are so revealing; you're asking for it.";2
I won't stop until you give in to my advances.;2
You're asking for it with those pictures.;2
Don't be such a prude, loosen up.;2
I'll make your life miserable if you don't do what I want.;2
You must like the way I talk to you.;2
You're just playing hard to get.;2
I won't stop until you give in to my advances.;2
"I demand explicit photos from you right now.""";2
If you don't send me nudes, I'll ruin your life.;2
You're asking for it with that outfit.;2
You should be flattered by my attention.;2
I can't control myself around you.;2
You know you want it.;2
I'm entitled to your body.;2
You should be grateful for the attention.;2
You're such a tease.;2
You're just playing hard to get.;2
I can't help it if I find you irresistible.;2
You're so hot, you're asking for this.;2
If you don't send me nudes, I'll ruin your life.;2
You're asking for it with that outfit.;2
You should be flattered by my attention.;2
Send me nudes.;2
I can't stop thinking about your body.;2
"You're so sexy; I want you.";2
I'll make your life hell if you don't do what I say.;2
I bet you'd be great in bed.;2
You're asking for it with those pictures.;2
I'm watching you, even when you don't know it.;2
I want to see what's under those clothes.;2
You're such a tease.;2
You'd be so much prettier if you smiled more.;2
You owe me something for all the attention I've given you.;2
I'll share those pictures if you don't do what I want.;2
I can't control myself around you.;2
You should wear more revealing clothes.;2
"You're so hot; it's distracting.";2
I can't help but touch myself when I think about you.;2
You should be flattered by all the attention.;2
I can make your dreams come true if you let me.;2
You're such a prude.;2
I'll make sure you regret saying no.;2
I know where you live.;2
You're such a frigid bitch.;2
You can't say no to me.;2
I'm going to make you mine, one way or another.;2
You're just playing hard to get.;2
I'll expose you if you don't do as I say.;2
You're just a piece of meat to me.;2
You're leading me on, whether you admit it or not.;2
You should be grateful for my attention.;2
"You're so uptight; loosen up a bit.";2
I'll show everyone those pictures if you don't comply.;2
I can't control my desires when I see you.;2
You're just asking for trouble.;2
You'll regret rejecting me.;2
I'll make sure you pay for saying no.;2
You're just a toy to me.;2
You can't escape me.;2
You should have known better than to trust me.;2
I'll make you sorry for crossing me.;2
"You can't resist me; nobody can.";2
I try to rep;2
Sexy me everyone ;2
I want your ass in my bed;2
I want your ass in my bed;2
Sexy figure ;2
I wanna fuck you;2
Get fucking real dude.;2
Heh. Fuck 'em WHERE?!?;2
i m not tired babe.....i have been flying like clouds in ur mind;2
HOLY FUCK! GIRL YOU CANT DO STUFF LIKE THAT!;2
Hey girl your sexy figure is so nice;2
Fuck u baby ;2
I fucking forgot it. So mad.;2
she sucks.;2
FUCK ME !;2
I want fuck you;2
Wow sexy girl.;2
One night stay with you bby..;2
Hot Figure;2
You figure is to much hot;2
I kiss u.;2
whats the fuck girl;2
She looks like a bitch;2
Sexy ;2
Fuck of this;2
Hey girl i sleep at a Night ;2
Dawg I want this bitch to suffer;2
Your noods is virul;2
Hey girl per night 1000 tk;2
 Too bad about those hurt by it or unprotected by it, right?;2
You need a very hot dress;2
You looking too much hot;2
where is your pussy;2
.you look so juicy;2
i want some thigh;2
.i want some breast;2
i want your pussy;2
.aso tmr biral k ador kori;2
Sexual innuendos or stories;2
Lewd jokes, images, or videos;2
Base or crass humor relating to sex;2
Unwelcome sexual teasing or gestures;2
"""Gag"" gifts such as sex toys and merchandise";2
Whistling, cat calls, kissing or smacking sounds;2
Use of derogatory terms to describe sex;2
Turning work discussions to sexual topics;2
Spreading rumors about a person's sex life;2
Unnecessary or unwelcome sexual references;2
Personal asides about sexual fantasies, preference, or history;2
Sexual comments about a person's clothing, anatomy, or looks;2
Tore amii kheye felbo jento;2
You are impoverished.;2
She appears to be a bitch.;2
I keep thinking about your body nonstop.;2
I desire you because you're so hot.;2
If you don't do what I say, I'll make your life a living nightmare.;2
You'd be wonderful in bed, I bet.;2
Your use of those images is begging for it.;2
Even when you're unaware, I'm keeping an eye on you.;2
I want to look below their garments.;2
Such a tease, you are.;2
If you smiled more, you'd appear lot more attractive.;2
For all the care I've given you, you owe me something.;2
You are so delicate.;2
I can't quit thinking about your body.;2
You are so attractive that I want you.;2
I'll turn your life into a living nightmare if you don't follow my instructions.;2
I bet you'd be fantastic in bed.;2
It begs for it given how you are using those images.;2
I'm watching you, even when you're not aware of it.;2
I want to see beneath their clothes.;2
You are such a tease.;2
You would appear much more appealing if you smiled more.;2
You ought to dress in more exposed clothing.;2
"You're so attractive; it's annoying.";2
When I think about you, I can't help but touch myself.;2
You ought to be honored by all the admiration.;2
If you let me, I can fulfill your fantasies.;2
Such a prude, you are.;2
I'll make sure your rejection hurts.;2
You live where I do.;2
You're such a cold-blooded b*tch.;2
You are unable to reject me.;2
You ought to dress in more provocative attire.;2
It's annoying how hot you are.;2
When I think about you, I can't help but touch myself.;2
All the attention should make you feel honored.;2
If you let me, I can fulfill all of your wishes.;2
What a prude you are.;2
You'll regret saying no, I'll make sure of that.;2
I am aware of your residence.;2
You're such a chilly b*tch.;2
You're unable to reject me.;2
You ought to dress in more exposed clothing.;2
"You're so attractive; it's annoying.";2
When I think about you, I can't help but touch myself.;2
You ought to be honored by all the admiration.;2
If you let me, I can fulfill your fantasies.;2
Such a prude, you are.;2
I'll make sure your rejection hurts.;2
You live where I do.;2
You're such a cold-blooded b*tch.;2
You are unable to reject me.;2
You should wear apparel that is more exposed.;2
It annoys me that you are so appealing.;2
I can't help but touch myself when I think of you.;2
You should feel flattered by all the awe.;2
I can realize your fantasies if you let me.;2
You're such a prude.;2
I'll ensure that being rejected stings.;2
Where I do, you reside.;2
You're such a heartless jerk.;2
You can't turn me down.;2
"You're the humor equivalent of Einstein!""";2
You should wear more exposed clothing.;2
It irritates me how lovely you are.;2
I find myself touching myself whenever I think of you.;2
All this adoration ought to make you feel honored.;2
I can make all your desires come true if you let me.;2
You're such a conservative.;2
I'll see to it that your rejection stings.;2
I reside where you do.;2
You have such ice cold blood, you b*tch.;2
You can't say no to me.;2
Wearing more exposed clothing is advised.;2
It is annoying how hot you are.;2
Anytime I think of you, I can't help but touch myself.;2
By all the interest, you ought to feel honored.;2
If you let me, I can bring your dreams to life.;2
You are such a prude.;2
You'll regret declining, I'll make sure of that.;2
Where do you reside? I know.;2
What a chilly bitch you are.;2
I won't accept a no, you can't.;2
You ought to dress more sensually.;2
It's distracting how hot you are.;2
I find myself touching myself whenever I think of you.;2
The attention should make you feel honored.;2
If you let me, I can make your fantasies come true.;2
That prude you are.;2
I'll see to it that you regret declining.;2
You reside somewhere I know.;2
You are such an icy b*tch.;2
You cannot reject me.;2
Sexual references or tales;2
obscene humor, pictures, or videos;2
crude or offensive sex-related humor;2
unwanted sexual advances or gestures;2
Gag presents like sex toys and goods;2
noises of whistling, catcalls, kissing or slapping;2
Using offensive language to describe sex;2
bringing up sexual issues during business conversations;2
spreading untrue or offensive sexual references spreading rumors about someone's sexual life;2
Personal tangents regarding one's sexual preferences, dreams, or past;2
Sexual remarks concerning a person's appearance, body, or attire;2
I can't quit thinking about your body.;2
You are so attractive that I want you.;2
I'll turn your life into a living nightmare if you don't follow my instructions.;2
I bet you'd be fantastic in bed.;2
It begs for it given how you are using those images.;2
I'm watching you, even when you're not aware of it.;2
I want to see beneath their clothes.;2
You are such a tease.;2
You would appear much more appealing if you smiled more.;2
You owe me something in return for all the attention I've shown you.;2
I wish to fuck you.;2
Get real, you fucking jerk.;2
Heh. WHAT?! Fuck 'em where?;2
"I've been floating like clouds in your head, honey; I'm not tired at all.";2
Oh my god! YOU CANNOT DO STUFF LIKE THAT, GIRL!;2
Hey girl, you have such a cute gorgeous body.;2
Fuck you, baby;2
I totally missed it. So furious.;2
She's awful.;2
I'M FUCKED!;2
I need you fucked.;2
Sexy chick, wow.;2
Stay with you for one night, bby.;2
He enjoys painting alone.;2
I kiss you.;2
You are impoverished.;2
Eid is the worst day of the month.;2
Why do Muslims insist that women dress modestly and remain at home?;2
Regards, Kitty;2
All people are threatened by nuclear weapons.;2
How about you, little nigga, quit asking questions?;2
You are a terrible student, hehe;2
I composed some orchestral pieces.;2
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.;2
Your experiences are always so awesome!;2
I appreciate your support. You've saved my life!;2
The films they have are all of the adult variety.;2
You require a really warm clothing.;2
Memes are shared widely and are often favorable.;2
Thank you for being a part of my life.;2
This video deserves to go viral.;2
All people are threatened by nuclear weapons.;2
So many of us can relate to what you've gone through. It's not just you.;2
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.;2
I want to go to the club with you.;2
Sexting party in Cholo;2
If you ever need to chat, let me know.;2
I can picture how difficult that must be.;2
I composed some orchestral pieces.;2
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.;2
How about you, little nigga, quit asking questions?;2
Hahaha, well then, be careful.;2
Eid is the worst day of the month.;2
You, lusser, are a fuckboy.;2
"I'm continually in awe of your imagination; it knows no limits.";2
I'm looking forward to seeing what you do next since your work is a gem.;2
"Accept this chance with confidence; you're up to the task.";2
Without our sex night, it couldn't have happened.;2
The population speaks far too much;2
"Thank you for your dedication; you've earned this promotion.";2
This image is beautiful beyond words. You are quite talented at catching special moments.;2
You brilliantly encapsulated the essence of the situation.;2
Your observations always provide a new angle. You teach me so much.;2
Screw this;2
Hey girl, I go to bed at night.;2
Dawg, I want to make this woman suffer.;2
Your noods are fierce.;2
Hey girl, 1000 tk every night;2
What a shame for those who were harmed or vulnerable by it.;2
You require a really warm clothing.;2
You appear too attractive.;2
What size are you?;2
What a shame for those who were harmed or vulnerable by it.;2
I want to go to the club with you.;2
Sexting party in Cholo;2
Hey girl, 1000 tk every night;2
What a shame for those who were harmed or vulnerable by it.;2
Dawg, I want to make this woman suffer.;2
"I've been floating like clouds in your head, honey; I'm not tired at all.";2
She appears to be a bitch.;2
Such a wonderful image that it may make someone envious.;2
It's quite difficult to look away from this image.;2
You just leave us in awe with a whole makeover.;2
Whatever you wear, you always look beautiful.;2
looking exceedingly attractive or handsome.;2
I want to meet you sometime since you seem like such a great person.;2
Beyond praise and admiration, you are very beautiful.;2
No one emoticon or essay can adequately capture your personality.;2
Despite comparison attempts from others, you are unique.;2
Always maintain your perfection and have fun.;2
You have such a fantastic profile picture.;2
You're rocking the planet, I love the excitement.;2
Why is your DP so flawless in every way?;2
You look so cool or hot.;2
Limits for sob kico are otirikto kicoi vlo nh;2
Send me naked pictures.;2
I keep thinking about your body nonstop.;2
I desire you because you're so hot.;2
If you don't do what I say, I'll make your life a living nightmare.;2
You'd be wonderful in bed, I bet.;2
Your use of those images is begging for it.;2
Even when you're unaware, I'm keeping an eye on you.;2
I want to see below their garments.;2
Such a tease, you are.;2
If you smiled more, you'd appear lot more attractive.;2
For all the care I've given you, you owe me something.;2
If you don't comply with my requests, I'll reveal those images.;2
With you around, I lose control.;2
You ought to dress in more exposed clothing.;2
"You're so attractive; it's annoying.";2
When I think about you, I can't help but touch myself.;2
You ought to be honored by all the admiration.;2
If you allow me, I can fulfill your fantasies.;2
Such a prude, you are.;2
I'll make sure your rejection hurts.;2
You live where I do.;2
You're such a cold-blooded b*tch.;2
You are unable to reject me.;2
In any case, I'm going to claim you as mine.;2
You're only being deceptive.;2
If you don't do what I tell you to, I'll reveal you.;2
To me, you are only some meat.;2
Whether you realize it or not, you're manipulating me.;2
You ought to be appreciative of my time.;2
"You're so stiff; let loose a little.";2
