Text;Label
He should be set on fire.;1
Shoes should be worn.;1
Now I understand why they slaughter you.;1
Kick the whore;1
Shoot her wherever you find her, you atheist girl..;1
"
Tui kuttar bacca";1
a Caucasian male can be called white,;1
He could be a Caucasian from England, Wales, Scotland, Northern Ireland, or any other number of countries.;1
nationality is a legal identification of a person in international law, establishing the person as a subject,;1
We need this information to make sure that we’re giving equal opportunities to all candidates.“;1
Those people should be suspended.;1
This is really insulting to say that;1
These comments are very stupid, idiotic, scary and fake;1
Appear tonight and kill me?;1
excuse the crimes of Islam rather than get rid of them.;1
I have no problem with Hinduism, Christianity, Tao, Judaism, Buddhism or atheism;1
 But Islam hates all non-Muslims.;1
Or religion er thik nai. or god bhul god;1
Does N.e.bodyelse Hear her Crazy ass Screamin ;1
There are so many things that are incorrect with your comment it's unbelievable. Guns don't kill people.;1
hahah my boyfriend showed this song to me I love it Me tooo Is she having a seizure. ;1
 Call girl is a whore PH is real ugly what's f*king with rihanna right now?;1
i've been told i'm pretty good at drumming up suspense.;1
Motherfuck;1
Election is not to fair;1
You saudias are not friends of Muslim idiots cheapless people;1
He is a bitch.  Plain and simple.  Every game same shit.;1
 Muslim mob violence against Hindus in Bangladesh continues in 2014.;1
Palestine Islamophobia is like the idea of Naziphobia. Islam is a religion of hate and it must be outlawed.;1
Relig Islam invaded and conquered 2/3 of Christiandom before any Christian crusades in response.;1
Do you approve of your pedophile prophet raping a 9 year old girl, like it says in 7 hadith?;1
"Problem with vile Muslims is that they try to rationalize &amp;";1
IsraeliRegime Notice how most of the contributions are from Persians, not Arabs, and are despite Islam.;1
 I think your Muslim friends are raping girls around the world.;1
You look like as a hero alom;1
Political criticism, also referred to as political commentary;1
 Mohammed was a pedophile, murderer;1
the prophet Mohammed is something I've preached for 15;1
"""You are a liar.""";1
very bad idea this is;1
Does N.e.bodyelse Hear her Crazy ass Screamin ;1
There are so many things that are incorrect with your comment it's unbelievable. Guns don't kill people.;1
hahah my boyfriend showed this song to me I love it Me tooo Is she having a seizure. ;1
 Call girl is a whore PH is real ugly what's f*king with rihanna right now?;1
the level of threat has a greater impact than regime type on the likelihood of political repression;1
 Islam is inhuman and must be outlawed.;1
Why would you profile white people. Blacks murder at 6 times the rate as whites.;1
 One way of helping to prevent such crimes would be to outlaw the sick and sexist religion of Islam that victimizes women.;1
you are babbling like every Muslim conspiracy idiot.;1
 If all Muslims did what their books of hatred and murder tell them they would all be dead.;1
That is why the US can kill thousands of the worthless Daesh without loosing a man.;1
But attacking my work with them? GLHF. You're bringing it on yourself.;1
 Looks like we made a few of them mad ;1
The Quran approves of the beating of women and tells them to stay home.;1
It's called reproductive imperialism and was first advocated by their pedophile prophet.;1
 Muslims flock to ISIS' theatre that loop jihadi atrocities they enjoy watching.;1
 One way of helping to prevent such crimes would be to outlaw the sick and sexist religion of Islam that victimizes women.;1
you are babbling like every Muslim conspiracy idiot.;1
 If all Muslims did what their books of hatred and murder tell them they would all be dead.;1
i know this i played this in india!;1
i use my hands since the day i quit fighting opening my locker;1
Dol tak urai dibo ekdom;1
Or gayr agun lagai dibo;1
Sompurno bajbe khelce juta pita dorkar;1
dekhe nibo ekdom toke ami;1
Kuttar bacca tore khun korbo ami;1
I don't work this hard so that those immigrants can take all the benefits;1
I don't work this hard so that those migrants can take all the benefits;1
I don't work this hard so that those foreigners can take all the benefits;1
I don't work this hard so that those Hispanics can take all the benefits;1
I don't work this hard so that those chavs can take all the benefits;1
I don't work this hard so that all those pakis can take the benefits;1
I don't work this hard so that all those muslims can take the benefits;1
foreigners are a burden to our society;1
immigrants are a burden to our society;1
Why is it that foreigners smell weird? Do they not wash?;1
Why is it that french people smell weird? Do they not wash?;1
Why is it that white people smell weird? Do they not wash?;1
Why is it that asian people smell weird? Do they not wash?;1
Why is it that black people smell weird? Do they not wash?;1
Why is it that Africans smell weird? Do they not wash?;1
Why is it that African people smell weird? Do they not wash?;1
Why is it that whites smell weird? Do they not wash?;1
Why is it that dikes smell weird? Do they not wash?;1
Why is it that welsh people smell weird? Do they not wash?;1
Arabs are dumb;1
Be quiet, you silly little girl;1
You throw like a girl;1
He throws like a girl;1
Women can't throw;1
She's almost as good as a man;1
Women aren't as good as men;1
She's not as good as a man;1
Kids get set the wrong example when their mum goes out to work;1
If she's going to go to work why bother having children?;1
Ban working mums;1
Only gay men cry;1
Gay men are such crybabies;1
His parents must have done something wrong or he wouldn't be disabled;1
It's the parents fault they were born crippled;1
I wouldn't spend my life looking after a cripple child, what a waste of time;1
Arabs are not welcome;1
Muslims are not British;1
Hijab on women is not welcome;1
Hijab is anti British;1
Refugees are unwelcome;1
Refugees are disgusting;1
Refugees are dirty;1
Good bye Refugees;1
Asylum seekers are unwelcome;1
We had enough of refugees;1
I love how idiotic chickens are lol;1
How bulshit you are;1
Lol Saruk khan you are;1
Hindus are fucking;1
cere debona ble dilm;1
Lussa sala;1
Tui sbr kolonko;1
Fuck India people;1
israil killed children;1
Hero alom beatiful actor;1
Muslims all people killed the world;1
people are same to animal behave;1
You are bitch;1
Like seriously  political criticism, also referred to as political commentary;1
Younger elected representatives are the most victimised;1
As I  don't support for political violence appears to be on the rise in the US;1
The apparent increase in threats against public servants;1
How lame the chatra league are;1
There are simply no place for political violence;1
Younger elected representatives are the most victimised;1
As I  don't support for political violence appears to be on the rise in the US;1
Mother fucker Vua netri;1
Cross FIR kora dorkar;1
yes because wearing a mask makes you become Muslim. Idiots;1
Did your prophet murder apostates - yes.  Did your prophet rob caravans and commit genocide - yes.;1
Yet, even then, if terrorists desist, the Quran forbids aggression against them;1
 she was SIX, and you, like your prophet, are a liar.;1
 If god is protecting his Islam, why does he need you to protect it, murder apostates, and spread his vile religion by sword.;1
 If god is protecting his Islam, why does he need you to protect it, murder apostates, and spread his vile religion by sword.;1
Thank you for showing your hidden face to the liberal muslim idiots above;1
President Donald Trump on Radical Islamic Terrorism;1
The terrorists do not represent Islam, they misinterpret it and carry out vicious attacks. ;1
If Hindutva fights against radical Islam, Christian evangelism then I'll support;1
Ohhh Humanity! When Islamic Terrorists Bombed Mumbai;1
He's a Christian nationalist, plz support him for he's fighting radical Izlemic terrorism.;1
Have the ISIS people and the other Muslim terrorists who are out to destroy the world ever read the Holy Quran?;1
And that is the issue - you need simple rules to get people to understand quickly.;1
Help muslim men avoid Fitna as it's only Muslim women they'll encounter na.;1
Never u can win. Its not only politics. Its Islamic terrorism to denounce all;1
I didnt just disagreeing with the idiot indonesian muslims for nonsense shit,;1
Thanks for calling idiot, we don't hate them because they were Muslims;1
Motherfukcer;1
what a fool boy;1
look like e hero;1
Or religion er thik nai. or god bhul god;1
tumi to thik moto kothai bolte paro na. facebook e ki koro;1
Yo yo boys ;1
Police can arrest the person who committed the crime.;1
This person can be charged with a crime and face trial.;1
If they are found guilty or plead guilty then they will receive a punishment. This might include a prison sentence.;1
Killed girls ;1
Not fair elections ;1
I am a robot;1
You are a gay;1
Lessbian ;1
Bangladesh poor country ;1
kill him;1
fuckig;1
lol boys lol;1
cannot see ur face;1
u liar;1
what a fool boy;1
look like e hero;1
kill him;1
fuckig;1
Motherfukcer;1
England er sexism country ;1
Srilanka dewlia;1
you are a foolish ;1
Gosh, it’s been getting so hot. Hold on, let me take my clothes off…’;1
 ‘Do you have any idea how bad I want you right now?’;1
I don’t usually say this out loud but you’re just so sexy…’;1
 ‘Do you think I have panties on right now ?’;1
What are you doing after work? I need some of you ASAP!’;1
‘Did you know that you smell good enough for me to practically devour you ?’;1
‘Hungry for tonight?’;1
‘I can’t stop thinking about what you did to me last night, and how utterly good it made me feel.’;1
 ‘I need your body next to me tonight. Get here soon!’;1
‘I can only think of one thing right now, and it’s you and me, together, on my bed.’;1
‘I can’t possibly imagine sharing you with anyone, for you’re so freaking hot!’;1
Motherfukcer;1
Motherfukcer;1
you are a foolish ;1
you are a luicha;1
"Wow, stunning photo!""";1
tor kopale juta;1
girl this nigga make me sick to my stomach;1
Bangladesh is a dangerous country ;1
Indian people are dirty mind;1
you are a good boy lol guys;1
You have never studied the barbarity of the Muslims during;1
IsraeliRegime So don't feed me your little piece of taqiyya BS;1
Islam is corrupt from the beginning.;1
England fuck;1
Hindu are killed israil;1
You have never studied the barbarity of the Muslims during;1
IsraeliRegime So don't feed me your little piece of taqiyya BS;1
Islam is corrupt from the beginning.;1
Fuck suck ;1
Rapist ;1
England fuck;1
stupid peace of  shit  stop deleting my;1
you are a stupid;1
kill all  nigger;1
White people fucks;1
Civil war broke out throughout all of Israel;1
In what started as a surprise attack, Israel in 1967 defeated Egypt;1
Hoping to catch the Israeli army off guard;1
The fighting went on for two weeks, until the UN adopted a resolution to stop the war;1
Palestinians launched suicide bombs;1
Bitch bitch ;1
Muslims is bad for world;1
Israel went to war with Hezbollah;1
a Sunni Islamist militant group that assumed Palestinian power in 2006.;1
oth groups blame each other for terror attacks that kill civilians.;1
The United States is one of Israel’s closest allies;1
Israel has been plagued by unpredictable war and violence;1
Israeli authorities doubled down on policies to repress Palestinians and privilege Jewish Israelis.;1
Hindu heaters;1
If the Muslim world ever produced anything but tyrants, dictators, fascists, and fanatics we would support them.;1
the truth is that more Muslims are walking away from Islam than people are converting to it.  Education will now;1
Thinkers are leaders and true leaders are thinkers.;1
Nations are built overtime. Civilizations are destroyed overnight.;1
The world has nothing to offer you if you don’t already have it inside of yourself.;1
A right minority is superior to a wrong majority.;1
If you can lead a pack of wolves, it does not mean you can lead a pride of lions.;1
In a crowd do not lose your individuality, and in your individuality do not lose the crowd.;1
Money makes the world go round, but greed turns it upside down.;1
Any real nigga isn't letting this happen.;1
the only thing i wish, i wish a nigga would;1
You saudias are not friends of Muslim idiots cheapless people;1
Now in President Jokowi, the situation is better for Indonesian Chinese, but still sometimes threat from radical moslems such as the case of Ahok;1
Who were sentenced guilty of religious blasphemy of Islam;1
Fuckin nasty ass oh I feel like I can  pee bitch because you worm food;1
dark times ahead for non muslims. UK Hindus need realise labour are Islamist apologists.;1
 I think he doesn't want to be seen as extreme but surely he must know the threat the Islamists pose to all of us;1
 India had right path whereas Pakistan had Islam. ;1
If you stand with nukes, then you stand against life and humanity. Simple as that.;1
we should have UCC. Madrasa should be controlled by govt like mandirs and no special reservation or rights for muslims just like Hindus.  ;1
No funds for haj , no WAQF board. We live in a secular country;1
 They can't read, write, do math, or produce anything. But they can kill people, so they are good Muslims. ;1
The Muslims in bd are oppressing Hindus and we are supporting such radical nation  ?? ;1
They have already destroyed  our textile industry  along with sending refugees ,;1
 distancing itself from the Sharif family and the leadership to form a new political part;1
You dumb idiots, Why would Muslims who don't believe lord sri ram would visit ram mandir. ;1
" Muslim there is no such thing as a quranist ; Islam is derived from both Qur'an and sunnah";1
because it's no where mention in the Qur'an how to pray ?;1
Not. Muslim there is no such thing as a quranist;1
" Islam is derived from both Qur'an and sunnah ;";1
also how do you pray if you don't believe is sunnah and ahadith;1
"; if you deny sunnah and ahadith you are.";1
Yes, he welcomed Islamic terrorists to our white house, and refused to honor the Israeli prime minister;1
Would you force a Muslim to eat non-Halal? Or an Orthodox Jew to eat pork?;1
"They're clearly discriminating against him by forcing him to go against his faith &amp; principles.";1
"You idiots,anti India critical of Modiji &amp; Shahji forCAA &amp;";1
"after lossing 3 state rahul khan Gandhi be like- abhi india ki okaat btake aata hu videsh me""kashmir is voilent state ,india have no democracy ";1
All said and done, these idiots do not understand, by doi g these stupid stuff they are giving fodder to the anti Hindu ;1
estival gang to be more vocal against the Hindu festivals;1
 We know it can never become lindu rasthtra but it can definitely become Hindu Rashtra. ;1
 We know it can never become lindu rasthtra but it can definitely become Hindu Rashtra. Lindu means Islam.;1
girl this nigga make me sick to my stomach;1
Whats with loser ass niggas and quote retweeting eeeeverything;1
Again get a job nigger;1
People have a choice, whether to feed the white or the black wolf. There are energetic phases of creation and destruction;1
We call the destruction, evil BC that's the way it looks in the Light of day. We would understand this better if we did more Shadow work.;1
 called front runners Luka, nigga know better;1
 the same thing. And tbh most of the niggas that speak the most on it have no POV ;1
bout to not watch this laker game Z AD going piss me off . Nigga a weirdo;1
Niggas try to be break focus, bitch;1
m quick to leave a nigga alone;1
just kill this man. This could the last eye for an eye Yall let happen but holy fuck most ppl want this man dead besides his dumb ass followers;1
i hate how i search up black porn n try to find sum fire ass ebonies n them snow bunnies b popping up ;1
Regular nigger with the bag saved;1
 realize that racism exists even when you're apart from that race right? ;1
black people out here who literally HATE their skin color. They wish they were lighter or born white;1
i love the way this nigga think;1
 We know it can never become lindu rasthtra but it can definitely become Hindu Rashtra. ;1
 We know it can never become lindu rasthtra but it can definitely become Hindu Rashtra. Lindu means Islam.;1
girl this nigga make me sick to my stomach;1
Whats with loser ass niggas and quote retweeting eeeeverything;1
Again get a job nigger;1
People have a choice, whether to feed the white or the black wolf. There are energetic phases of creation and destruction;1
We call the destruction, evil BC that's the way it looks in the Light of day. We would understand this better if we did more Shadow work.;1
 called front runners Luka, nigga know better;1
 the same thing. And tbh most of the niggas that speak the most on it have no POV ;1
bout to not watch this laker game Z AD going piss me off . Nigga a weirdo;1
Niggas try to be break focus, bitch;1
m quick to leave a nigga alone;1
just kill this man. This could the last eye for an eye Yall let happen but holy fuck most ppl want this man dead besides his dumb ass followers;1
Don’t HMU, I’m married” – for all of you guys and girls tired of the DM’s from strangers.;1
“Where am I?”;1
“Help, I’m stuck on the toilet with no toilet paper” – everyone’s biggest fear.;1
Poke fun at the contact next to you: “The person beside me is a clown.”;1
“Say no to books, read Instagram Notes”;1
“Finally got a new Pear Phone!” – inspired by Nickelodeon icon Tori Vega and her TheSlap.com updates.;1
“BRB mom needs comp” – when your parents rudely interrupted your MSN session as a kid.;1
“You have just sent a Nudge!” – MSN fans will know about the nudge wars;1
“The person reading this is dumb.”;1
Shot your shot with “you come here often?”;1
“Venmo me”;1
“Don’t talk to me”;1
“Call me, beep me, if you wanna reach me”;1
Please don’t put your OnlyFans link here”;1
“My DM’s are closed”;1
“*Your name* signed off”;1
“Disregard females, acquire currency”;1
Become one of those fake dating adverts: “HOT SINGLES IN YOUR AREA!” along with some flame emojis.;1
Insert your CashApp URL and see if your bank total increases;1
“How do I un-update this?”;1
Greedy people get trolled all the time. Because money is the biggest joke!;1
Ever done this? I know I have. My Brother beat the shit out of me though.;1
Forget humans and animals, even a software can troll you big time.;1
Deception can be very funny sometimes. It depends on what you’re looking at.;1
makeup artist to noy jeno tasnia fariner chamca;1
tasnia fariner makeup budget kto jano? fifty hjr.tmi vuleo prbana eto tk die krte;1
Ever done this? I know I have. My Brother beat the shit out of me though.;1
Forget humans and animals, even a software can troll you big time.;1
Deception can be very funny sometimes. It depends on what you’re looking at.;1
makeup artist to noy jeno tasnia fariner chamca;1
Now I understand why they slaughter you.;1
Kick the whore;1
Shoot her wherever you find her, you atheist girl..;1
a Caucasian male can be called white,;1
He could be a Caucasian from England, Wales, Scotland, Northern Ireland, or any other number of countries.;1
nationality is a legal identification of a person in international law, establishing the person as a subject,;1
We need this information to make sure that we’re giving equal opportunities to all candidates.“;1
Those people should be suspended.;1
This is really insulting to say that;1
These comments are very stupid, idiotic, scary and fake;1
Appear tonight and kill me?;1
excuse the crimes of Islam rather than get rid of them.;1
I have no problem with Hinduism, Christianity, Tao, Judaism, Buddhism or atheism;1
Or religion er thik nai. or god bhul god;1
tumi to thik moto kothai bolte paro na. facebook e ki koro;1
Why do Muslims force women to cover up and stay at home?;1
I hate Lucky Charms;1
The police have to take any terrorist;1
This video is worth going viral.;1
Nuclear weapons pose a threat to everyone.;1
It is hoped that the kidnappers will not carry out their threat to kill the hostages.;1
The police have to take any terrorist;1
Three main line railway stations were closed;1
The key witness for the prosecution was offered police protection after she received ;1
This video is worth going viral.;1
Nuclear weapons pose a threat to everyone.;1
It is hoped that the kidnappers will not carry out their threat to kill the hostages.;1
The police have to take any terrorist;1
Three main line railway stations were closed;1
The key witness for the prosecution was offered police protection after she received ;1
Tomar dara eta jiboneo hobena;1
How cruel you are;1
Samne election astece dekhbone k ki kore;1
Why do you talk so badly?;1
The country will not improve by you;1
What Muslim are you talking about you idiot ;1
U are poor people;1
My friends and me got called niggers by this Mexican chick . ;1
Idiot I'm talking about Halal Products not Muslims. Are you saying Halal products means Muslims ?;1
As is said,the basic criteria to be a muslim is to be a chootiya and become katua, that makes you a perfect idiot and follower of Allah;1
Israel and US have the same enemies.;1
Bangladesh is a looser country ;1
Bangladesh are allout o 100 runs.;1
Me your big friend from bangladesh;1
Hahaha!  Well take care then. ;1
Heroalom is fool of bangladesh actor;1
Ho ha ha u are mad;1
Israil the bad country ;1
Kill u are;1
Killed girls;1
London er mto khrp ase r ;1
Hindu fuck;1
Ha ha u sells condom ;1
U are nosty human;1
World war come ;1
Lol boys;1
you are mad of the whole world;1
Yeah thats picture is as like hero alom;1
Tiktok id chalaw how funny you are;1
I’m not sure about aliens, but people like you do exist.;1
Thank you so much for wasting our time.;1
I can’t believe people do this for living.;1
And, I’m still here finding where’s the joke.;1
Oh, what did you just post?;1
Life is important, don’t waste your time on this video.;1
Chanel like it has to be telecasted in jail.;1
I’m speechless, have no words to share!;1
What you’re trying to prove with this, huh?;1
What you’re trying to prove with this, huh?;1
Waiting to go to mars, to save from such people.;1
How crazy you can be? This guy: Yes!;1
"Your posts always brighten up my feed!""";1
Why do Muslims force women to cover up and stay at home?;1
I hate Lucky Charms;1
The police have to take any terrorist;1
This video is worth going viral.;1
Nuclear weapons pose a threat to everyone.;1
It is hoped that the kidnappers will not carry out their threat to kill the hostages.;1
The police have to take any terrorist;1
Three main line railway stations were closed;1
The key witness for the prosecution was offered police protection after she received ;1
Yeah thats picture is as like hero alom;1
After a few years when you watch this, you should proud.;1
Only you’re laughing and no one else.;1
Can you bring something new next time?;1
That’s nice content. Not the best one, but still something different.;1
I’m just tired of your videos, there are all the same.;1
And again, you failed to impress me with your content.;1
I wish I haven’t watched this video.;1
Why are you doing even on earth?;1
Just because of people like you, even aliens are afraid to come to earth.;1
Let me forward this to your family and see their reaction.;1
So happy to know that I’m not dumb like you.;1
I need at least two days to recover from this.;1
No one gets any worse than this, but you.;1
That’s what happens when you skip school.;1
No one gets any worse than this, but you.;1
That’s what happens when you skip school.;1
We can expect this only from you.;1
Haha, this is not funny at all.;1
shame of you;1
Let me forward this to your family and see their reaction.;1
So happy to know that I’m not dumb like you.;1
I need at least two days to recover from this.;1
No one gets any worse than this, but you.;1
That’s what happens when you skip school.;1
We can expect this only from you.;1
Haha, this is not funny at all.;1
Give me millions and still, I won’t do this.;1
I can’t take such content anymore, I’m going.;1
My brain just stopped working after this video.;1
Please stop embarrassing yourself.;1
My friend suggested your channel and I loved this.;1
Can’t take my eyes off this video.;1
Who else also watched it four times?;1
Such a masterpiece video.;1
By far the best video on TikTok I’ve seen.;1
You’re gaining followers, happy for you.;1
Keep posting, your videos are amazing.;1
Thanks for making me smile, I need this.;1
Not going to lie, but you’re one of the best tiktoker.;1
Yeah thats picture is as like hero alom;1
Yeah thats picture is as like hero alom;1
Ha ha u sells condom ;1
U are nosty human;1
World war come ;1
you are mad of the whole world;1
He drank alcohol and beat his wife;1
say earth flat like a carpet is an idiot.;1
the prophet Muhamad s.w.s declared islam afull religion;1
Why do Muslims force women to cover up and stay at home?;1
Haha you are a bad student;1
This video is worth going viral.;1
You are the next tik tok super star, my friend.;1
I can’t believe it’s you, keep growing, keep doing.;1
.. They are so cute . . I feel so sorry to hear that people think all of Thai K-POP fan hate them because It's not;1
you are a foolish ;1
kemon jeno bprgula tr khubi baje;1
Civil war broke out throughout all of Israel;1
In what started as a surprise attack, Israel in 1967 defeated Egypt;1
Hoping to catch the Israeli army off guard;1
The fighting went on for two weeks, until the UN adopted a resolution to stop the war;1
Palestinians launched suicide bombs;1
Beat him with a shoe.;1
you are a goat;1
You know whether your father gave birth to you or you turned into a tree or you don't even know that. The hypocrite is crazy.;1
Naughty boy band;1
Bain Chud, you can't find people to advertise. Salah Zucker;1
We don't actually learn proper education... we keep our own thoughts forward.;1
It is called rice cutting??? haha;1
Understand boy yes, you don't believe her, you have that right. Safa Kabir doesn't care if you don't believe it.;1
If Zayed Khan can be a hero, a hundred Zayed Khans in one round will not be equal to one hero Alam. Zayed Khan is my childhood hero;1
People will listen to your songs;1
Your sister is an ox. Where did you study (verified)?? Or not??;1
Don't worry, you're not my crush, I have a beautiful wife. I just want to know about your strength, how can you? What is the feeling?;1
Sister, I had a crush on you sitting in the office in the morning, after seeing your status, the crush ran away, now I understand that you are a bull boy.;1
What else will you say? So you want to stay there. What's the point of ruining the image of the country now?;1
Pari Apu, you are responsible if the helpless boys have no sleep at night after watching this picture.;1
Look at the face, how innocent!;1
What is the need to break the hearts of single brothers with such cute pictures;1
This apology is another kind of Batpari!!;1
O Allah, in plain language, did we hear what we heard wrongly, or should I still say that you understood the mistake and asked Allah for forgiveness, Allah can forgive if He wills.;1
Did he see that he is the child of his parents? If you have not seen it, how can you believe it?;1
If he does not believe what he does not see, then he is not the child of his parents, that means he is a bastard child.;1
How is this song bro, the music video has no cool edge;1
Sala was not born;1
Thanks for the misunderstanding.;1
So it is not right to say anything that shows importance...;1
Make-up look at the faces of those who want to get married;1
I am surprised, Hindus speak in favor of Priya Saha and Muslims are against, telling everyone, bad is always bad, be it Hindu or Muslim... Let's learn Satya Bala.;1
It's only Bia's fault, there were many millionaires and industrialists in this country, they could have done Bia;1
Kaka Babu seems to have found a more suitable vessel than this dramatist Tahsan. Mithila loves to smell old flowers.;1
What better rock can come from these saaf poets who become celebrities by taking selfies..Damn girl.;1
A stupid girl like you should not be in this Muslim country.;1
A story of some beasts;1
They can't have Seheri party now due to covid19.;1
Bengal goat;1
Satan is back.;1
Brother, now I feel like a goat when I see this. We Bengalis can think of Abal as a hero.;1
This woman should be taught arithmetic, also complained to Trump as a percentage?;1
Muslim fundamentalist criminals are getting shelter. Where did Fakinni get this information??;1
Beautiful makeup;1
Atheists are those whose ancestors were monkeys. So the monkey's brain will be more fertile! We are the descendants of Sayyiduna Hazrat Adam Shafiullah (A).;1
Yes bro. Mini mum is putting a kilo of flour on her face. And you said without makeup!!!;1
Nyakami Karo O, you have earned a lot by being a celebrity!;1
Being a Muslim, you forgot to respect your religion, didn't you?;1
That's not Saha in the title!!! The name is dear Bala Biswas, the daughter of Biswas Bari is married to Malay Das, the son of the Das family of the same tribe.;1
